tid,time,day,poi,type,root_type,rating,weather,label
8248,798,Wednesday,Xiang Xin,Chinese Restaurant,Food,-1.0,Clouds,293
8248,801,Wednesday,MECHY FOOD STORE,Deli / Bodega,Food,-1.0,Clouds,293
8248,589,Thursday,My house,Home (private),Residence,-1.0,Clear,293
8248,610,Thursday,Neighborhood Laundromat Wash & Dry,Laundry Service,Shop & Service,-1.0,Clear,293
8248,611,Thursday,Andys Deli,Deli / Bodega,Food,-1.0,Clear,293
8248,616,Thursday,Lexington Ave,Home (private),Residence,-1.0,Clear,293
8248,757,Thursday,Ghamdam Food Corp,Deli / Bodega,Food,-1.0,Clouds,293
8248,758,Thursday,MECHY FOOD STORE,Deli / Bodega,Food,-1.0,Clouds,293
8248,812,Thursday,Broadway Deli,Deli / Bodega,Food,-1.0,Clouds,293
8248,837,Thursday,Dilruba Deli & Grocery,Deli / Bodega,Food,-1.0,Clouds,293
8248,868,Thursday,Settepani Bakery,Bakery,Food,5.9,Clear,293
8248,870,Thursday,Lorimer Market,Deli / Bodega,Food,9.2,Clear,293
8248,887,Thursday,United Cigars Inc.,Smoke Shop,Shop & Service,-1.0,Clear,293
8248,1432,Thursday,Sternberg Park,Park,Outdoors & Recreation,6.5,Clear,293
8248,654,Friday,My house,Home (private),Residence,-1.0,Clouds,293
8248,676,Friday,Andys Deli,Deli / Bodega,Food,-1.0,Clouds,293
8248,677,Friday,Neighborhood Laundromat Wash & Dry,Laundry Service,Shop & Service,-1.0,Clouds,293
8248,848,Friday,Xiang Xin,Chinese Restaurant,Food,-1.0,Clouds,293
8248,869,Friday,Lorimer street,Residential Building (Apartment / Condo),Residence,-1.0,Clear,293
8248,886,Friday,Dilruba Deli & Grocery,Deli / Bodega,Food,-1.0,Clear,293
8248,889,Friday,Settepani Bakery,Bakery,Food,5.9,Clear,293
8248,889,Friday,Edible Arrangements - Brooklyn Williamsburg,Food & Drink Shop,Shop & Service,-1.0,Clear,293
8248,906,Friday,Deli Grocery Lorimer & Jackson,Deli / Bodega,Food,-1.0,Clear,293
8249,653,Monday,Casa Senor Cigar,Home (private),Residence,-1.0,Clouds,293
8249,654,Monday,My house,Home (private),Residence,-1.0,Clouds,293
8249,663,Monday,Ghamdam Food Corp,Deli / Bodega,Food,-1.0,Clouds,293
8249,667,Monday,MTA Subway - Utica Ave (A/C),Metro Station,Travel & Transport,-1.0,Clouds,293
8249,703,Monday,MTA Subway - Spring St (C/E),Metro Station,Travel & Transport,-1.0,Clouds,293
8249,774,Monday,Father Fagan Park,Park,Outdoors & Recreation,6.7,Clouds,293
8249,807,Monday,WNYC Cafe,Cafeteria,Food,-1.0,Clouds,293
8249,1402,Monday,United Cigars Inc.,Smoke Shop,Shop & Service,-1.0,Clouds,293
8249,740,Thursday,Casa Senor Cigar,Home (private),Residence,-1.0,Clear,293
8249,741,Thursday,My house,Home (private),Residence,-1.0,Clear,293
8249,762,Thursday,Xiang Xin,Chinese Restaurant,Food,-1.0,Clear,293
8249,764,Thursday,Ghamdam Food Corp,Deli / Bodega,Food,-1.0,Clear,293
8249,764,Thursday,MECHY FOOD STORE,Deli / Bodega,Food,-1.0,Clear,293
8249,765,Thursday,MTA Subway - Utica Ave (A/C),Metro Station,Travel & Transport,-1.0,Clear,293
8249,814,Thursday,WNYC Radio,Radio Station,Professional & Other Places,8.3,Clear,293
8249,831,Thursday,WNYC Cafe,Cafeteria,Food,-1.0,Clear,293
8249,1195,Thursday,King Pong Soho,General Entertainment,Arts & Entertainment,-1.0,Clear,293
8249,1196,Thursday,Vandam Diner,Diner,Food,-1.0,Clear,293
8249,1426,Thursday,MTA Subway - L Train,Train,Travel & Transport,-1.0,Clear,293
8249,132,Friday,Lorimer street,Residential Building (Apartment / Condo),Residence,-1.0,Clear,293
8249,133,Friday,Broadway Deli,Deli / Bodega,Food,-1.0,Clear,293
8249,777,Friday,Lexington Ave,Home (private),Residence,-1.0,Clear,293
8249,778,Friday,Ghamdam Food Corp,Deli / Bodega,Food,-1.0,Clear,293
8249,824,Friday,MTA Subway - 59th St/Columbus Circle (A/B/C/D/1),Metro Station,Travel & Transport,-1.0,Clear,293
8249,825,Friday,Dr. David Kamlet's Office,Doctor's Office,Professional & Other Places,-1.0,Clear,293
8249,896,Friday,Duane Reade,Pharmacy,Shop & Service,5.5,Clouds,293
8249,897,Friday,MTA Subway - 59th St/Columbus Circle (A/B/C/D/1),Metro Station,Travel & Transport,-1.0,Clouds,293
8249,909,Friday,MTA Subway - 14th St (A/C/E/L),Metro Station,Travel & Transport,-1.0,Clouds,293
8249,910,Friday,MTA Subway - L Train,Train,Travel & Transport,-1.0,Clouds,293
8249,924,Friday,MTA Subway - Lorimer St (L),Metro Station,Travel & Transport,-1.0,Clouds,293
8249,925,Friday,San Marco Pizzeria,Pizza Place,Food,7.2,Clouds,293
8249,926,Friday,Settepani Bakery,Bakery,Food,5.9,Clouds,293
8249,926,Friday,Lorimer Market,Deli / Bodega,Food,9.2,Clouds,293
8249,250,Saturday,Dilruba Deli & Grocery,Deli / Bodega,Food,-1.0,Clear,293
8249,252,Saturday,Bagelsmith,Bagel Shop,Food,8.4,Clear,293
8249,265,Saturday,Sternberg Park,Park,Outdoors & Recreation,6.5,Clear,293
8249,269,Saturday,Lorimer street,Residential Building (Apartment / Condo),Residence,-1.0,Clear,293
8249,269,Saturday,Broadway Deli,Deli / Bodega,Food,-1.0,Clear,293
8249,879,Saturday,Casa Senor Cigar,Home (private),Residence,-1.0,Clear,293
8249,1039,Saturday,San Marco Pizzeria,Pizza Place,Food,7.2,Clear,293
8249,1107,Saturday,United Cigars Inc.,Smoke Shop,Shop & Service,-1.0,Clear,293
8249,9,Sunday,Dilruba Deli & Grocery,Deli / Bodega,Food,-1.0,Clear,293
8249,11,Sunday,Bagelsmith,Bagel Shop,Food,8.4,Clear,293
8249,16,Sunday,Lorimer street,Residential Building (Apartment / Condo),Residence,-1.0,Clear,293
8249,777,Sunday,Key Food,Grocery Store,Shop & Service,5.7,Clear,293
8249,811,Sunday,MECHY FOOD STORE,Deli / Bodega,Food,-1.0,Clear,293
8249,842,Sunday,Dilruba Deli & Grocery,Deli / Bodega,Food,-1.0,Clear,293
8249,843,Sunday,San Marco Pizzeria,Pizza Place,Food,7.2,Clear,293
8249,920,Sunday,Deli Grocery Lorimer & Jackson,Deli / Bodega,Food,-1.0,Clear,293
8250,29,Monday,Broadway Deli,Deli / Bodega,Food,-1.0,Clear,293
8250,752,Monday,Casa Senor Cigar,Home (private),Residence,-1.0,Fog,293
8250,752,Monday,My house,Home (private),Residence,-1.0,Fog,293
8250,768,Monday,Xiang Xin,Chinese Restaurant,Food,-1.0,Fog,293
8250,773,Monday,Lexington Ave,Home (private),Residence,-1.0,Fog,293
8250,774,Monday,MECHY FOOD STORE,Deli / Bodega,Food,-1.0,Fog,293
8250,776,Monday,MTA Subway - Utica Ave (A/C),Metro Station,Travel & Transport,-1.0,Fog,293
8250,812,Monday,Father Fagan Park,Park,Outdoors & Recreation,6.7,Clouds,293
8250,732,Tuesday,Casa Senor Cigar,Home (private),Residence,-1.0,Clouds,293
8250,734,Tuesday,My house,Home (private),Residence,-1.0,Clouds,293
8250,756,Tuesday,Xiang Xin,Chinese Restaurant,Food,-1.0,Fog,293
8250,759,Tuesday,99¢ Discount and Cell Phone,Convenience Store,Shop & Service,-1.0,Fog,293
8250,823,Tuesday,Bagelsmith,Bagel Shop,Food,8.4,Fog,293
8250,864,Tuesday,San Marco Pizzeria,Pizza Place,Food,7.2,Fog,293
8250,866,Tuesday,Deli Grocery Lorimer & Jackson,Deli / Bodega,Food,-1.0,Fog,293
8250,866,Tuesday,United Cigars Inc.,Smoke Shop,Shop & Service,-1.0,Fog,293
8250,43,Wednesday,Lorimer street,Residential Building (Apartment / Condo),Residence,-1.0,Clouds,293
8250,724,Wednesday,My house,Home (private),Residence,-1.0,Clouds,293
8250,759,Wednesday,Xiang Xin,Chinese Restaurant,Food,-1.0,Fog,293
8250,800,Wednesday,MTA Subway - Spring St (C/E),Metro Station,Travel & Transport,-1.0,Fog,293
8250,803,Wednesday,Father Fagan Park,Park,Outdoors & Recreation,6.7,Fog,293
8250,804,Wednesday,Soho Mini Market,Convenience Store,Shop & Service,-1.0,Fog,293
8250,805,Wednesday,Varick Commercial Stationers,Paper / Office Supplies Store,Shop & Service,-1.0,Fog,293
8250,1193,Wednesday,WNYC Radio,Radio Station,Professional & Other Places,8.3,Rain,293
8250,1193,Wednesday,WNYC Cafe,Cafeteria,Food,-1.0,Rain,293
8250,1196,Wednesday,MTA Subway - Spring St (C/E),Metro Station,Travel & Transport,-1.0,Rain,293
8250,1208,Wednesday,MTA Subway - 14th St (A/C/E/L),Metro Station,Travel & Transport,-1.0,Rain,293
8250,1209,Wednesday,MTA Subway - L Train,Train,Travel & Transport,-1.0,Rain,293
8250,1226,Wednesday,Dilruba Deli & Grocery,Deli / Bodega,Food,-1.0,Clouds,293
8250,1227,Wednesday,San Marco Pizzeria,Pizza Place,Food,7.2,Clouds,293
8250,1227,Wednesday,Settepani Bakery,Bakery,Food,5.9,Clouds,293
8250,1249,Wednesday,Deli Grocery Lorimer & Jackson,Deli / Bodega,Food,-1.0,Clouds,293
8250,8,Thursday,Dilruba Deli & Grocery,Deli / Bodega,Food,-1.0,Clouds,293
8250,741,Thursday,My house,Home (private),Residence,-1.0,Clouds,293
8250,742,Thursday,Lexington Ave,Home (private),Residence,-1.0,Clouds,293
8250,744,Thursday,MECHY FOOD STORE,Deli / Bodega,Food,-1.0,Clouds,293
8250,746,Thursday,MTA Subway - Utica Ave (A/C),Metro Station,Travel & Transport,-1.0,Clouds,293
8250,776,Thursday,MTA Subway - Spring St (C/E),Metro Station,Travel & Transport,-1.0,Clouds,293
8250,777,Thursday,Father Fagan Park,Park,Outdoors & Recreation,6.7,Clouds,293
8250,778,Thursday,Soho Mini Market,Convenience Store,Shop & Service,-1.0,Clouds,293
8250,803,Thursday,Manhattan Mini Storage,Storage Facility,Shop & Service,6.7,Clouds,293
8250,831,Thursday,WNYC Radio,Radio Station,Professional & Other Places,8.3,Clouds,293
8250,831,Thursday,WNYC Cafe,Cafeteria,Food,-1.0,Clouds,293
8250,1195,Thursday,MTA Subway - Spring St (C/E),Metro Station,Travel & Transport,-1.0,Clear,293
8250,1208,Thursday,MTA Subway - 14th St (A/C/E/L),Metro Station,Travel & Transport,-1.0,Clear,293
8250,1209,Thursday,MTA Subway - L Train,Train,Travel & Transport,-1.0,Clear,293
8250,1225,Thursday,Dilruba Deli & Grocery,Deli / Bodega,Food,-1.0,Clear,293
8250,1226,Thursday,San Marco Pizzeria,Pizza Place,Food,7.2,Clear,293
8250,1226,Thursday,Settepani Bakery,Bakery,Food,5.9,Clear,293
8250,1226,Thursday,Deli Grocery Lorimer & Jackson,Deli / Bodega,Food,-1.0,Clear,293
8250,9,Friday,Lorimer street,Residential Building (Apartment / Condo),Residence,-1.0,Clear,293
8250,942,Friday,Lexington Ave,Home (private),Residence,-1.0,Clouds,293
8250,944,Friday,MTA Subway - Utica Ave (A/C),Metro Station,Travel & Transport,-1.0,Clouds,293
8250,1118,Friday,Father Fagan Park,Park,Outdoors & Recreation,6.7,Clouds,293
8250,1131,Friday,WNYC Radio,Radio Station,Professional & Other Places,8.3,Clouds,293
8250,1223,Friday,MTA Subway - Lorimer St (L),Metro Station,Travel & Transport,-1.0,Clear,293
8250,1224,Friday,Dilruba Deli & Grocery,Deli / Bodega,Food,-1.0,Clear,293
8250,1225,Friday,Settepani Bakery,Bakery,Food,5.9,Clear,293
8250,672,Saturday,Neighborhood Laundromat Wash & Dry,Laundry Service,Shop & Service,-1.0,Clear,293
8250,673,Saturday,Andys Deli,Deli / Bodega,Food,-1.0,Clear,293
8250,686,Saturday,Trax on Broadway,Miscellaneous Shop,Shop & Service,-1.0,Clear,293
8250,686,Saturday,Family Dollar,Discount Store,Shop & Service,6.4,Clear,293
8250,704,Saturday,T-Mobile,Electronics Store,Shop & Service,6.6,Clear,293
8250,727,Saturday,Ghamdam Food Corp,Deli / Bodega,Food,-1.0,Clear,293
8250,727,Saturday,MECHY FOOD STORE,Deli / Bodega,Food,-1.0,Clear,293
8250,742,Saturday,Chase Bank,Bank,Shop & Service,5.7,Clear,293
8250,747,Saturday,Walgreens,Pharmacy,Shop & Service,5.2,Clear,293
8250,753,Saturday,Lorimer street,Residential Building (Apartment / Condo),Residence,-1.0,Clear,293
8250,758,Saturday,San Marco Pizzeria,Pizza Place,Food,7.2,Clear,293
8250,759,Saturday,Settepani Bakery,Bakery,Food,5.9,Clear,293
8250,759,Saturday,Lorimer Market,Deli / Bodega,Food,9.2,Clear,293
8250,769,Saturday,United Cigars Inc.,Smoke Shop,Shop & Service,-1.0,Clear,293
8250,70,Sunday,Lorimer street,Residential Building (Apartment / Condo),Residence,-1.0,Fog,293
8250,681,Sunday,Casa Senor Cigar,Home (private),Residence,-1.0,Clouds,293
8250,750,Sunday,Xiang Xin,Chinese Restaurant,Food,-1.0,Clouds,293
8250,752,Sunday,Ghamdam Food Corp,Deli / Bodega,Food,-1.0,Clouds,293
8250,755,Sunday,MECHY FOOD STORE,Deli / Bodega,Food,-1.0,Clouds,293
8250,774,Sunday,Walgreens,Pharmacy,Shop & Service,5.2,Clouds,293
8250,986,Sunday,Lorimer Market,Deli / Bodega,Food,9.2,Clouds,293
8250,987,Sunday,Deli Grocery Lorimer & Jackson,Deli / Bodega,Food,-1.0,Clouds,293
8250,991,Sunday,United Cigars Inc.,Smoke Shop,Shop & Service,-1.0,Clouds,293
8251,719,Monday,Casa Senor Cigar,Home (private),Residence,-1.0,Clouds,293
8251,720,Monday,My house,Home (private),Residence,-1.0,Clouds,293
8251,751,Monday,Xiang Xin,Chinese Restaurant,Food,-1.0,Clouds,293
8251,752,Monday,Lexington Ave,Home (private),Residence,-1.0,Clouds,293
8251,755,Monday,Key Food,Grocery Store,Shop & Service,5.7,Clouds,293
8251,818,Monday,MTA Subway - Spring St (C/E),Metro Station,Travel & Transport,-1.0,Clouds,293
8251,819,Monday,Father Fagan Park,Park,Outdoors & Recreation,6.7,Clouds,293
8251,894,Monday,Soho Mini Market,Convenience Store,Shop & Service,-1.0,Clouds,293
8251,1207,Monday,MTA Subway - Spring St (C/E),Metro Station,Travel & Transport,-1.0,Clear,293
8251,1224,Monday,San Marco Pizzeria,Pizza Place,Food,7.2,Clear,293
8251,1228,Monday,Deli Grocery Lorimer & Jackson,Deli / Bodega,Food,-1.0,Clear,293
8251,1406,Monday,Dilruba Deli & Grocery,Deli / Bodega,Food,-1.0,Clouds,293
8251,1413,Monday,Lorimer street,Residential Building (Apartment / Condo),Residence,-1.0,Clouds,293
8251,1414,Monday,Broadway Deli,Deli / Bodega,Food,-1.0,Clouds,293
8251,495,Tuesday,Casa Senor Cigar,Home (private),Residence,-1.0,Fog,293
8251,496,Tuesday,My house,Home (private),Residence,-1.0,Fog,293
8251,508,Tuesday,Key Food,Grocery Store,Shop & Service,5.7,Fog,293
8251,760,Tuesday,Xiang Xin,Chinese Restaurant,Food,-1.0,Fog,293
8251,761,Tuesday,Lexington Ave,Home (private),Residence,-1.0,Fog,293
8251,764,Tuesday,MECHY FOOD STORE,Deli / Bodega,Food,-1.0,Fog,293
8251,804,Tuesday,Father Fagan Park,Park,Outdoors & Recreation,6.7,Fog,293
8251,811,Tuesday,Fishing Shrimp,Food Truck,Food,-1.0,Fog,293
8251,978,Tuesday,WNYC Radio,Radio Station,Professional & Other Places,8.3,Fog,293
8251,996,Tuesday,WNYC Cafe,Cafeteria,Food,-1.0,Fog,293
8251,738,Wednesday,Casa Senor Cigar,Home (private),Residence,-1.0,Clouds,293
8251,738,Wednesday,My house,Home (private),Residence,-1.0,Clouds,293
8251,752,Wednesday,Xiang Xin,Chinese Restaurant,Food,-1.0,Clouds,293
8251,753,Wednesday,Lexington Ave,Home (private),Residence,-1.0,Clouds,293
8251,754,Wednesday,Ghamdam Food Corp,Deli / Bodega,Food,-1.0,Clouds,293
8251,815,Wednesday,Little Italy Pizza Deli,Pizza Place,Food,6.2,Clouds,293
8251,817,Wednesday,Varick Commercial Stationers,Paper / Office Supplies Store,Shop & Service,-1.0,Clouds,293
8251,883,Wednesday,WNYC Radio,Radio Station,Professional & Other Places,8.3,Clouds,293
8251,884,Wednesday,WNYC Cafe,Cafeteria,Food,-1.0,Clouds,293
8251,1190,Wednesday,King Pong Soho,General Entertainment,Arts & Entertainment,-1.0,Clear,293
8251,1193,Wednesday,MTA Subway - Spring St (C/E),Metro Station,Travel & Transport,-1.0,Clear,293
8251,1218,Wednesday,MTA Subway - Lorimer St (L),Metro Station,Travel & Transport,-1.0,Clear,293
8251,1218,Wednesday,Dilruba Deli & Grocery,Deli / Bodega,Food,-1.0,Clear,293
8251,1219,Wednesday,San Marco Pizzeria,Pizza Place,Food,7.2,Clear,293
8251,1220,Wednesday,Settepani Bakery,Bakery,Food,5.9,Clear,293
8251,1222,Wednesday,Deli Grocery Lorimer & Jackson,Deli / Bodega,Food,-1.0,Clear,293
8251,1423,Wednesday,Lorimer street,Residential Building (Apartment / Condo),Residence,-1.0,Clear,293
8251,733,Thursday,Casa Senor Cigar,Home (private),Residence,-1.0,Clear,293
8251,754,Thursday,Lexington Ave,Home (private),Residence,-1.0,Clear,293
8251,754,Thursday,Ghamdam Food Corp,Deli / Bodega,Food,-1.0,Clear,293
8251,755,Thursday,MECHY FOOD STORE,Deli / Bodega,Food,-1.0,Clear,293
8251,763,Thursday,MTA Subway - Utica Ave (A/C),Metro Station,Travel & Transport,-1.0,Clear,293
8251,810,Thursday,MTA Subway - Spring St (C/E),Metro Station,Travel & Transport,-1.0,Clear,293
8251,811,Thursday,Father Fagan Park,Park,Outdoors & Recreation,6.7,Clear,293
8251,814,Thursday,Varick Commercial Stationers,Paper / Office Supplies Store,Shop & Service,-1.0,Clear,293
8251,950,Thursday,WNYC Cafe,Cafeteria,Food,-1.0,Clear,293
8251,1228,Thursday,San Marco Pizzeria,Pizza Place,Food,7.2,Clouds,293
8251,1237,Thursday,Settepani Bakery,Bakery,Food,5.9,Clouds,293
8251,1275,Thursday,United Cigars Inc.,Smoke Shop,Shop & Service,-1.0,Clouds,293
8251,6,Friday,Dilruba Deli & Grocery,Deli / Bodega,Food,-1.0,Clouds,293
8251,11,Friday,Lorimer street,Residential Building (Apartment / Condo),Residence,-1.0,Clouds,293
8251,11,Friday,Broadway Deli,Deli / Bodega,Food,-1.0,Clouds,293
8251,483,Friday,Casa Senor Cigar,Home (private),Residence,-1.0,Snow,293
8251,483,Friday,My house,Home (private),Residence,-1.0,Snow,293
8251,782,Sunday,Casa Senor Cigar,Home (private),Residence,-1.0,Clear,293
8251,796,Sunday,Associated Supermarket,Supermarket,Shop & Service,5.4,Clear,293
8251,890,Sunday,Ghamdam Food Corp,Deli / Bodega,Food,-1.0,Clear,293
8251,915,Sunday,Lorimer street,Residential Building (Apartment / Condo),Residence,-1.0,Clear,293
8251,925,Sunday,Dilruba Deli & Grocery,Deli / Bodega,Food,-1.0,Clear,293
8252,721,Monday,Casa Senor Cigar,Home (private),Residence,-1.0,Clouds,293
8252,721,Monday,My house,Home (private),Residence,-1.0,Clouds,293
8252,780,Monday,Lexington Ave,Home (private),Residence,-1.0,Rain,293
8252,787,Monday,MTA Subway - Utica Ave (A/C),Metro Station,Travel & Transport,-1.0,Clouds,293
8252,817,Monday,MTA Subway - Spring St (C/E),Metro Station,Travel & Transport,-1.0,Clouds,293
8252,820,Monday,Soho Mini Market,Convenience Store,Shop & Service,-1.0,Clouds,293
8252,822,Monday,Varick Commercial Stationers,Paper / Office Supplies Store,Shop & Service,-1.0,Clouds,293
8252,942,Monday,WNYC Cafe,Cafeteria,Food,-1.0,Clouds,293
8252,1198,Monday,MTA Subway - 14th St (A/C/E/L),Metro Station,Travel & Transport,-1.0,Clouds,293
8252,1198,Monday,MTA Subway - L Train,Train,Travel & Transport,-1.0,Clouds,293
8252,1213,Monday,MTA Subway - Lorimer St (L),Metro Station,Travel & Transport,-1.0,Clouds,293
8252,1214,Monday,Dilruba Deli & Grocery,Deli / Bodega,Food,-1.0,Clouds,293
8252,1215,Monday,Settepani Bakery,Bakery,Food,5.9,Clouds,293
8252,1216,Monday,Deli Grocery Lorimer & Jackson,Deli / Bodega,Food,-1.0,Clouds,293
8252,1420,Monday,Broadway Deli,Deli / Bodega,Food,-1.0,Clouds,293
8252,742,Tuesday,Casa Senor Cigar,Home (private),Residence,-1.0,Clouds,293
8252,743,Tuesday,My house,Home (private),Residence,-1.0,Clouds,293
8252,744,Tuesday,Lexington Ave,Home (private),Residence,-1.0,Clouds,293
8252,756,Tuesday,MECHY FOOD STORE,Deli / Bodega,Food,-1.0,Clouds,293
8252,789,Tuesday,MTA Subway - Spring St (C/E),Metro Station,Travel & Transport,-1.0,Clouds,293
8252,790,Tuesday,Father Fagan Park,Park,Outdoors & Recreation,6.7,Clouds,293
8252,1206,Tuesday,MTA Subway - 14th St (A/C/E/L),Metro Station,Travel & Transport,-1.0,Clouds,293
8252,1221,Tuesday,MTA Subway - Lorimer St (L),Metro Station,Travel & Transport,-1.0,Clouds,293
8252,1222,Tuesday,Dilruba Deli & Grocery,Deli / Bodega,Food,-1.0,Clouds,293
8252,1264,Tuesday,San Marco Pizzeria,Pizza Place,Food,7.2,Clouds,293
8252,1266,Tuesday,Deli Grocery Lorimer & Jackson,Deli / Bodega,Food,-1.0,Clouds,293
8252,1267,Tuesday,United Cigars Inc.,Smoke Shop,Shop & Service,-1.0,Clouds,293
8252,765,Wednesday,Lexington Ave,Home (private),Residence,-1.0,Clear,293
8252,767,Wednesday,Ghamdam Food Corp,Deli / Bodega,Food,-1.0,Clear,293
8252,768,Wednesday,MECHY FOOD STORE,Deli / Bodega,Food,-1.0,Clear,293
8252,812,Wednesday,Father Fagan Park,Park,Outdoors & Recreation,6.7,Clear,293
8252,817,Wednesday,Soho Mini Market,Convenience Store,Shop & Service,-1.0,Clear,293
8252,854,Wednesday,WNYC Cafe,Cafeteria,Food,-1.0,Clear,293
8252,1198,Wednesday,King Pong Soho,General Entertainment,Arts & Entertainment,-1.0,Clouds,293
8252,1203,Wednesday,MTA Subway - Spring St (C/E),Metro Station,Travel & Transport,-1.0,Clouds,293
8252,1208,Wednesday,MTA Subway - 14th St (A/C/E/L),Metro Station,Travel & Transport,-1.0,Clouds,293
8252,1223,Wednesday,MTA Subway - Lorimer St (L),Metro Station,Travel & Transport,-1.0,Clouds,293
8252,1225,Wednesday,San Marco Pizzeria,Pizza Place,Food,7.2,Clouds,293
8252,1226,Wednesday,Settepani Bakery,Bakery,Food,5.9,Clouds,293
8252,1235,Wednesday,United Cigars Inc.,Smoke Shop,Shop & Service,-1.0,Clouds,293
8252,19,Thursday,Broadway Deli,Deli / Bodega,Food,-1.0,Snow,293
8252,19,Thursday,Lorimer express food inc.,Deli / Bodega,Food,-1.0,Snow,293
8252,1267,Friday,The Cigar Inn,Smoke Shop,Shop & Service,9.4,Clouds,293
8923,1077,Tuesday,Sandy Styles Barbershop,Salon / Barbershop,Shop & Service,-1.0,Clear,315
8923,1077,Tuesday,MTA Bus - B15 Bus Stop,Bus Station,Travel & Transport,-1.0,Clear,315
8923,1082,Tuesday,N.L. Clinic Pharmacy,Pharmacy,Shop & Service,-1.0,Clear,315
8923,860,Wednesday,New Ming Fat Chinese Restaurant,Chinese Restaurant,Food,-1.0,Clear,315
8923,861,Wednesday,May May Restaurant,Chinese Restaurant,Food,-1.0,Clear,315
8923,862,Wednesday,Napoli's Pizza,Pizza Place,Food,8.5,Clear,315
8923,862,Wednesday,Key Food Supermarket,Supermarket,Shop & Service,6.4,Clear,315
8923,1134,Wednesday,Visions Of Beauty Unisex Salon,Salon / Barbershop,Shop & Service,-1.0,Clear,315
8923,1135,Wednesday,Espinal's Restaurant,Latin American Restaurant,Food,-1.0,Clear,315
8923,1157,Wednesday,His And Hers Cutz,Salon / Barbershop,Shop & Service,-1.0,Clear,315
8923,565,Friday,New Ming Fat Chinese Restaurant,Chinese Restaurant,Food,-1.0,Clear,315
8923,565,Friday,Bolla Market - Conduit & Liberty,Gas Station,Shop & Service,-1.0,Clear,315
8923,566,Friday,May May Restaurant,Chinese Restaurant,Food,-1.0,Clear,315
8923,783,Saturday,New Ming Fat Chinese Restaurant,Chinese Restaurant,Food,-1.0,Clear,315
8923,786,Saturday,Bolla Market - Conduit & Liberty,Gas Station,Shop & Service,-1.0,Clear,315
8923,786,Saturday,May May Restaurant,Chinese Restaurant,Food,-1.0,Clear,315
8923,786,Saturday,Napoli's Pizza,Pizza Place,Food,8.5,Clear,315
8923,859,Saturday,Tony's Shop & Save,Grocery Store,Shop & Service,-1.0,Clear,315
8923,83,Sunday,Melao Barber Shop,Salon / Barbershop,Shop & Service,-1.0,Clouds,315
8923,84,Sunday,Starlight Dominican Beauty Salon,Salon / Barbershop,Shop & Service,-1.0,Clouds,315
8923,84,Sunday,Visions Of Beauty Unisex Salon,Salon / Barbershop,Shop & Service,-1.0,Clouds,315
8923,84,Sunday,Espinal's Restaurant,Latin American Restaurant,Food,-1.0,Clouds,315
8923,85,Sunday,Bautista Barber Shop,Cosmetics Shop,Shop & Service,-1.0,Clouds,315
8923,616,Sunday,New Ming Fat Chinese Restaurant,Chinese Restaurant,Food,-1.0,Clear,315
8923,617,Sunday,NYC HRA- FAMILY INDEPENDENCE ADMINISTRATION,Government Building,Professional & Other Places,-1.0,Clear,315
8923,617,Sunday,Bolla Market - Conduit & Liberty,Gas Station,Shop & Service,-1.0,Clear,315
8923,618,Sunday,May May Restaurant,Chinese Restaurant,Food,-1.0,Clear,315
8923,729,Sunday,Napoli's Pizza,Pizza Place,Food,8.5,Clear,315
8924,777,Monday,New Ming Fat Chinese Restaurant,Chinese Restaurant,Food,-1.0,Clouds,315
8924,777,Monday,Bolla Market - Conduit & Liberty,Gas Station,Shop & Service,-1.0,Clouds,315
8924,778,Monday,May May Restaurant,Chinese Restaurant,Food,-1.0,Clouds,315
8924,778,Monday,Napoli's Pizza,Pizza Place,Food,8.5,Clouds,315
8924,332,Tuesday,Tony's Shop & Save,Grocery Store,Shop & Service,-1.0,Clear,315
8924,838,Tuesday,New Ming Fat Chinese Restaurant,Chinese Restaurant,Food,-1.0,Clouds,315
8924,839,Tuesday,May May Restaurant,Chinese Restaurant,Food,-1.0,Clouds,315
8924,840,Tuesday,Napoli's Pizza,Pizza Place,Food,8.5,Clouds,315
8924,841,Tuesday,NYC HRA- FAMILY INDEPENDENCE ADMINISTRATION,Government Building,Professional & Other Places,-1.0,Clouds,315
8924,842,Tuesday,Melao Barber Shop,Salon / Barbershop,Shop & Service,-1.0,Clouds,315
8924,1229,Tuesday,Liberty Petroleum,Gas Station,Shop & Service,-1.0,Clear,315
8924,1233,Tuesday,Melao Barber Shop,Salon / Barbershop,Shop & Service,-1.0,Clear,315
8924,1234,Tuesday,Sutter Grocery,Deli / Bodega,Food,-1.0,Clear,315
8924,1234,Tuesday,Lee Good Taste,Chinese Restaurant,Food,-1.0,Clear,315
8924,402,Wednesday,New Ming Fat Chinese Restaurant,Chinese Restaurant,Food,-1.0,Clouds,315
8924,403,Wednesday,Bolla Market - Conduit & Liberty,Gas Station,Shop & Service,-1.0,Clouds,315
8924,403,Wednesday,May May Restaurant,Chinese Restaurant,Food,-1.0,Clouds,315
8924,403,Wednesday,Napoli's Pizza,Pizza Place,Food,8.5,Clouds,315
8924,79,Thursday,B 13,Bus Line,Travel & Transport,-1.0,Clouds,315
8924,80,Thursday,B14 (Euclid Ave),Bus Line,Travel & Transport,-1.0,Clouds,315
8924,80,Thursday,Lee Good Taste,Chinese Restaurant,Food,-1.0,Clouds,315
